ID,isBus,displayNo,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,FALSE,14,Орайлық базар - Темир жол вокзалы,Орайлық базар,Бажыхана,Амфитеатр,Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),21-киши район,Туркистан кинотеатры,Экономика факультети (ҚМУ),Мединститут,Мед. санчасть,Наркологиялық диспансер,Темир жол вокзалы,,,,,,,,,,,,,,,,,,,
26,FALSE,15,Әскерий гарнизон - Таслақ елаты,Әскерий гарнизон,60-дүкан,Экономика факультети (ҚМУ),Түркстан кинотеатры,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Пединститут (НМПИ),61-квартал (Черемушки),1-медицина колледжи,Теннис корты,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,Алланияз қаҳарман МПЖ,Узынкөл бөлими,28-мектеп,Автожолшылар қалашасы,40-мектеп,АЖМҚШ (Таслақ елаты),Д. Каипов көшеси,Хожан аўыл,Узынкөл бөлими,,,,,,,,
27,FALSE,16,Алланияз қаҳарман МПЖ - Арқа автовокзал - Темир жол вокзалы,Алланияз қаҳарман МПЖ,Қызылқум көшеси,Ж. Сапашов көшеси,Арқа автовокзал,2-медицина колледжи,Олимпия резервлери колледжи,Медициналық лицей,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,1-поликлиника,32-мектеп (70-жыллық),А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),1-академиялық лицей (ҚМУ),Троя дүканы,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,,,,,,,,,,,,,
28,FALSE,17,Орайлық базар - Таслақ елаты - Хожан аўыл - Орайлық базар,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Медициналық лицей,Олимпия резервлери колледжи,2-медицина колледжи,Арқа автовокзал,Т. Бердишукурова көшеси,Алланияз қаҳарман МПЖ,Қызылқум көшеси,28-мектеп,Автожолшылар қалашасы,40-мектеп,Таслақ елаты,АЖМҚШ (Таслақ елаты),Д. Каипов көшеси,Хожан аўыл,Қызылқум көшеси,,,,,,,,,,,,,,,,
29,FALSE,18,Орайлық базар - Алланияз қаҳарман МПЖ,Орайлық базар,1-Республикалық емлеўхана,1-медицина колледжи,Теннис корты,Аэропорт,Арқа автовокзал,Узынкөл бөлими,Алланияз қаҳарман МПЖ,,,,,,,,,,,,,,,,,,,,,,,,,,
30,FALSE,19,Гөне қала - Әскерий гарнизон,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Түркстан кинотеатры,Экономика факультети (ҚМУ),60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,,,,,,
31,FALSE,20,Хожан аўыл - Арқа автовокзал - Жийдели байсын елаты,Хожан аўыл (труба),Қызылқум көшеси,А. Арзымов көшеси,Т. Бердишукурова көшеси,АЖМҚШ (Арқа автовокзал),Арқа автовокзал,2-медицина колледжи,Олимпия резервлери колледжи,Медициналық лицей,5-мектеп (Гоголь),Авто мектеп,Гөне қала,Орайлық туўыў үйи,ХАТП-16,Экспедиция,Жийдели байсын 1-көше,Жийдели байсын орайы,Жийдели байсын 18-көше,Жийдели байсын елаты,,,,,,,,,,,,,,,
32,FALSE,21,Орайлық базар - Қызкеткен елаты,Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),Мед. снаб.,ККГлавснаб,ГУТАП,Гербиш заводы,МПЖ (Гербиш заводы),ҚҚ Агротехника буйыртпа,ГНС,Алтын көл ПР-4,,,,,,,,,,,,,,,,
33,FALSE,22,Саманбай елаты (Проектная көшеси) - Aрқа автовокзал - Жуқпалы кеселликлер емлеўханасы,Саманбай елаты (Проектная көшеси),29-мектеп,Каттагар,У. Юсупов көшеси,АЖМҚШ (Ақманғыт гүзары),Педагогика колледжи,Гидро колледжи,Аграр университети,Авто мектеп,5-мектеп (Гоголь),Медициналық лицей,Олимпия резервлери колледжи,2-медицина колледжи,Арқа автовокзал,Мусаев көшеси,Жуқпалы кеселликлер емлеўханасы,,,,,,,,,,,,,,,,,,
34,FALSE,23,Орайлық базар - Әскерий гарнизон,Орайлық базар,Мәденият колледжи,Орайлық почта,Дослық гүзары,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),21-киши район,Түркстан кинотеатры,Өрт басқармасы,Экономика факультети (ҚМУ),60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,,,,,,,,,
35,FALSE,24,Орайлық базар - Әскерий прокуратура (Ж. Нарымбетов),Орайлық базар,НЕО рестораны,Орайлық почта,Дослық гүзары,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),Эндокринология диспансери,Әскерий прокуратура (Ж. Нарымбетов),,,,,,,,,,,,,,,,,,,,,,,,,
36,FALSE,25,Орайлық базар - Наўқанбағ (А. Қайратдинов көшеси),Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),13-автобаза,Наўқанбағ (А. Қайратдинов көшеси),,,,,,,,,,,,,,,,,,,,,,
37,FALSE,26,Орайлық базар - Темир жол вокзалы,Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Түркстан кинотеатры,Экономика факультети (ҚМУ),23-киши район,Мед. санчасть,Наркологиялық диспансер,Темир жол вокзалы,,,,,,,,,,,,,,,,,,,,
38,FALSE,27,Ургенч транс газ - Темир жол вокзалы,Ургенчтрансгаз,Орайлық туўыў үйи,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,13-дәрихана,1-монша,Манғыт шайханасы,Университет (ҚМУ),21-киши район,Түркстан кинотеатры,Экономика факультети (ҚМУ),Мед. санчасть,Наркологиялық диспансер,Темир жол вокзалы,,,,,,,,,,,,,,,,,
39,FALSE,28,Орайлық базар - Қоскөл-2 елаты,Орайлық базар,Бажыхана,1-поликлиника,Архторус,Ucell офиси,4-мектеп (Киров),Т. Жумамуратов көшеси,Дослық базары,Беруний көшеси,Арақ шарап саўда орайы,Қоскөл-2 3-көше,Қоскөл-2,,,,,,,,,,,,,,,,,,,,,,
40,FALSE,29,Орайлық базар - Жеке терек,Орайлық базар,Мәденият колледжи,ЮМС (МТС),Нөкис транспорт колледжи,Муқимий көшеси,Жеке терек,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FALSE,30,Орайлық базар - Таслақ елаты - Орайлық базар,Орайлық базар,Бажыхана,Амфитеатр,Пединститут (НМПИ),61-квартал (Черемушки),1-медицина колледжи,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,Узынкөл бөлими,28-мектеп,Автожолшылар қалашасы,40-мектеп,Таслақ елаты,АЖМҚШ (Таслақ елаты),Д. Каипов көшеси,Хожан аўыл,Узынкөл бөлими,,,,,,,,,,,,,,,,
42,FALSE,31,Орайлық туўыў үйи - Темир жол вокзалы,Орайлық туўыў үйи,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Троя дүканы,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,,,,,,,,,,,,,,,,,
43,FALSE,32,Орайлық базар - Ферма аўыл,Орайлық базар,Мәденият колледжи,Спорт колледжи,Орайлық туўыў үйи,Қан қуйыў орайы,Д. Якубов көшеси,Ферма аўыл,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,FALSE,33,Темир жол вокзалы - Саманбай елаты (котельный),Темир жол вокзалы,Политехника колледжи,Прогресс мектеби,22-киши район,21-киши район,1-академиялық лицей (ҚМУ),А. Арзиев көшеси,Манғыт шайханасы,Архторус,1-поликлиника,Орайлық банк,Мәденият колледжи,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,1-академиялық лицей (Пединститут),Ақманғыт гүзары,У. Юсупов көшеси,29-мектеп,Саманбай (котельный),,,,,,,,,,,
45,FALSE,34,Орайлық базар - Орайлық автовокзал - Нөкис саўда комплекс,Орайлық базар,Бажыхана,Амфитеатр,Мәмлекетлик салық басқармасы,Балалар емлеўханасы,АРС кафеси,Қ. Саипов көшеси,Университет (ҚМУ),21-киши район,Троя дүканы,Прогресс мектеби,Темир жол вокзалы,22-киши район,Орайлық автовокзал,Нөкис саўда комплекс,,,,,,,,,,,,,,,,,,,
46,FALSE,35,Жийдели байсын елаты - Әскерий гарнизон,Жийдели байсын елаты,Жийдели байсын 18-көше,Жийдели байсын орайы,Экспедиция,ХАТП-16,Орайлық туўыў үйи,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),Архторус,Манғыт шайханасы,Университет (ҚМУ),21-киши район,Түркстан кинотеатры,Экономика факультети (ҚМУ),60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,
47,FALSE,36,Орайлық базар - Кебир аўыл (У. Юсупов көшеси),Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,1-академиялық лицей (Пединститут),Ақманғыт гүзары,Кебир аўыл,Кебир аўыл (У. Юсупов көшеси),,,,,,,,,,,,,,,,,,,,,,,,
48,FALSE,37,Саманбай елаты (Мақпалкөл) - Темир жол вокзал,Саманбай елаты (Мақпалкөл),Каттагар,У. Юсупов көшеси,Байтерек,П. Нурпеисов көшеси,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,Университет (ҚМУ),21-киши район,Экономика факультети (ҚМУ),Мединститут,Кардиодиспансер,Наркологиялық диспансер,Темир жол вокзалы,,,,,,,,,,,,
49,FALSE,38,Орайлық базар - Қызкеткен елаты (Санатория көшеси),Орайлық базар,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),Мед. снаб.,ККГлавснаб,ГУТАП,Арбашы аўыл,Халықлар бирлиги көшеси,13-мектеп,Санатория көшеси,,,,,,,,,,,,,,,,,,
50,FALSE,40,Жеке терек - Орайлық базар,Жеке терек,Аквапарк,Қурылыс колледжи,108-бурылма,2-академиялық лицей (ҚМУ),Архторус,ТАТУ,Мәмлекетлик салық басқармасы,Амфитеатр,Бажыхана,Орайлық базар,,,,,,,,,,,,,,,,,,,,,,,
51,FALSE,41,Орайлық базар - Темир жол вокзалы - Әскерий гарнизон,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,1-академиялық лицей (ҚМУ),21-киши район,Троя дүканы,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,Наркологиялық диспансер,Арақ шарап саўда орайы,60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,,,,,,
52,FALSE,42,Аксунгул кафеси - Қурылыс буйымлары базары,Аксунгул кафеси,Экспедиция,ХАТП-16,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Қурылыс колледжи,Қурылыс буйымлары базары,,,,,,,,,,,,,,,,,,,,
53,FALSE,43,Таслақ елаты - Түйемойын - Орайлық базар - Темир жол вокзалы,АЖМҚШ (Таслақ елаты),Д. Каипов көшеси,Хожан аўыл,Түйемойын (водоканал),Алланияз қаҳарман,Көк дүкан,Ҳүрлиман көшеси,5-мектеп (Гоголь),Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,Университет (ҚМУ),21-киши район,Троя дүканы,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,,,,,,,,,,,,
54,FALSE,44,Орайлық базар - Май колхоз,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,Мухаммедова көшеси,Май колхоз (ферма аўыл),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,FALSE,45,Орайлық базар - Саманбай елаты (Проектная көшеси),Орайлық базар,Мәденият колледжи,Спорт колледжи,Орайлық туўыў үйи,Гөне қала,М. Дәрибаев көшеси,Байтерек,У. Юсупов көшеси,29-мектеп,Даўыткөл көшеси,Саманбай елаты (Проектная көшеси),,,,,,,,,,,,,,,,,,,,,,,
56,FALSE,46,Әскерий гарнизон - Саманбай елаты (котелный),Әскерий гарнизон,60-дүкан,Экономика факультети (ҚМУ),Түркстан кинотеатры,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Пединститут (НМПИ),61-квартал (Черемушки),1-Республикалық емлеўхана,2-Республикалық емлеўхана,Әмиўдәрья кинотеатры,Авто мектеп,Аграр университети,Гидро колледжи,Педагогика колледжи,Каттагар,Саманбай елаты (котельный),,,,,,,,,,,,,
57,FALSE,47,Орайлық базар - Жийдели байсын елаты,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Гөне қала,Орайлық туўыў үйи,ХАТП-16,Экспедиция,Жийдели байсын орайы,Жийдели байсын елаты,Сарыбай шайыр көшеси,,,,,,,,,,,,,,,,,,,,,,,
58,FALSE,48,Алланияз қаҳарман (Транспартнер автобаза) - Арқа автовокзал - Темир жол вокзалы,Алланияз қаҳарман (Транспартнер автобаза),АЖМҚШ (Арқа автовокзал),Арқа автовокзал,Қ. Айымбетов көшеси,Жуқпалы кеселликлер емлеўханасы,Көк дүкан,Башкуртстан көшеси,5-мектеп (Гоголь),Әмиўдәрья кинотеатры,Қалалық емлеўхана,1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,1-академиялық лицей (ҚМУ),21-киши район,22-киши район,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,,,,,,,,,,,
59,FALSE,49,Ақ жағыс елаты - Орайлық базар,Ақ жағыс елаты,Шарап саўда (Ақ жағыс),Ақ жағыс,Экспедиция,ХАТП-16,Орайлық туўыў үйи,Гөне қала,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,,,,,,,,,,,,,,,,,,,,,,,
